carat,cut,colour,clarity,depth_percentage,table,x_width,y_width,z_width,price
0.9,VeryGood,H,VS1,62.1,57,6.17,6.23,3.85,4455
0.52,Ideal,D,VS2,61.3,56,5.15,5.2,3.17,1822
0.42,Ideal,F,VS1,61,57,4.84,4.87,2.96,1031
0.41,Premium,G,VS1,62.7,57,4.77,4.74,2.98,961
0.51,Good,H,SI1,63.7,56,5.1,5.07,3.24,1227
1.02,Premium,I,SI1,60.2,60,6.45,6.39,3.87,3713
0.82,Premium,H,SI2,60.4,58,6.11,6.07,3.68,2629
0.35,Ideal,F,VVS1,60.6,56,4.58,4.59,2.78,994
0.71,Ideal,H,VVS1,62,57,5.71,5.75,3.55,2739
0.32,Ideal,G,VS1,63,55,4.38,4.35,2.75,828
0.34,Premium,E,VS1,59.9,58,4.58,4.54,2.73,1033
0.9,Good,E,SI2,64.1,57,6.09,6.07,3.9,3084
0.31,Ideal,D,VS2,62.1,55,4.35,4.32,2.69,942
1.02,Ideal,H,SI1,59.8,58,6.56,6.58,3.93,5505
0.59,Ideal,G,VS2,61.7,55,5.38,5.41,3.33,2159
0.85,Ideal,E,VS2,59.3,57,6.19,6.22,3.68,3924
0.71,Good,J,VS2,60.6,61,5.7,5.79,3.48,1922
1.01,VeryGood,H,SI1,63.1,59,6.34,6.43,4.03,4705
0.9,Fair,F,VS2,64.4,53,6.08,6.04,3.9,4229
0.52,Ideal,F,VS2,61.3,57,5.22,5.19,3.19,1624
1,Premium,F,VS2,62.8,55,6.38,6.35,4,5864
0.3,VeryGood,F,SI2,63.3,55,4.33,4.29,2.73,506
0.7,Good,H,VS2,63.4,60,5.59,5.61,3.55,2394
1,VeryGood,F,VS1,62.9,56,6.38,6.43,4.03,6468
0.3,Ideal,D,VS2,62.2,55,4.33,4.29,2.68,911
1.21,Fair,H,VS2,64.5,56,6.7,6.66,4.31,5041
0.41,Premium,D,SI2,62,58,4.74,4.78,2.95,683
0.33,Ideal,G,VS2,61.7,55.9,4.45,4.49,2.75,604
0.33,Ideal,D,VVS2,61.7,55,4.46,4.49,2.76,893
1.2,Ideal,H,VS2,62.8,57,6.75,6.79,4.25,7072
1.01,VeryGood,D,SI1,60.8,57,6.58,6.54,3.99,5386
0.25,VeryGood,F,IF,59.4,62,4.12,4.13,2.45,548
1.29,Premium,F,VS1,61.3,61,7.05,6.95,4.29,10801
1,Good,D,SI1,64.1,56,6.28,6.24,4.01,6328
0.8,Premium,H,SI1,61.5,58,5.97,5.93,3.66,2760
0.37,Premium,D,VVS1,61.4,58,4.65,4.63,2.85,1142
1.7,Ideal,H,SI2,61.9,59,7.59,7.67,4.72,9864
0.59,VeryGood,I,VS2,60.3,59,5.41,5.43,3.27,1445
0.9,VeryGood,F,SI2,60.3,63,6.28,6.21,3.77,3630
1.02,Ideal,G,VS1,61.5,55,6.49,6.52,4,7357
1.01,Ideal,G,VS2,61.8,57,6.43,6.41,3.97,6504
1.7,Ideal,H,I1,62.6,54,7.63,7.58,4.77,7197
1.2,VeryGood,J,VS2,59.9,60,6.98,6.95,4.17,5140
0.3,Premium,F,VS2,61.4,55,4.37,4.32,2.67,673
0.76,Ideal,I,SI1,61.6,54,5.86,5.92,3.63,2399
0.71,Ideal,G,VVS2,62.5,58,5.7,5.73,3.57,2978
1.01,VeryGood,D,VVS2,59.8,57,6.49,6.58,3.91,10499
0.31,Ideal,F,VS1,61.5,54,4.36,4.39,2.69,642
0.4,Premium,G,VVS2,61.7,59,4.76,4.73,2.93,1050
0.5,Ideal,F,SI1,59.9,56,5.36,5.09,3.13,1378
0.3,Good,G,IF,63.5,55,4.26,4.28,2.71,895
0.4,Ideal,G,VVS1,62.3,54,4.75,4.76,2.96,1043
1,VeryGood,F,VS2,62.9,59,6.4,6.47,4.02,6183
0.27,Premium,G,VS2,62.4,59,4.13,4.11,2.57,509
1.05,Ideal,D,SI2,61.9,56,6.5,6.53,4.03,5110
0.9,Ideal,H,VS2,60.9,54,6.19,6.22,3.78,4871
0.31,Ideal,I,IF,61.3,57,4.34,4.4,2.68,652
0.53,Ideal,F,VS1,61.6,55,5.21,5.24,3.22,1619
0.53,Premium,G,SI1,61,59,5.25,5.21,3.19,1273
0.62,Ideal,G,IF,61.8,56,5.43,5.47,3.37,2869
1.32,Ideal,I,SI1,62,57,6.99,7.04,4.35,7162
0.28,VeryGood,F,VS1,60.8,58,4.24,4.28,2.59,487
0.59,Good,I,SI2,63.9,57,5.3,5.25,3.37,1180
1.51,Premium,J,VS1,61.8,61,7.26,7.21,4.47,8524
0.5,Premium,F,VS1,62.3,55,5.09,5.06,3.16,1838
0.51,VeryGood,E,SI1,62.8,56,5.07,5.15,3.21,1438
1,Ideal,F,SI1,62.4,55,6.45,6.37,4,4939
1.02,Ideal,G,VS1,61.6,55,6.53,6.46,4,7129
0.77,Premium,J,SI1,61.8,59,5.86,5.82,3.61,2010
0.7,Ideal,F,VVS2,62,57,5.68,5.74,3.54,3160
1.14,VeryGood,G,VS2,63.2,56,6.67,6.63,4.2,6435
1.51,VeryGood,F,SI2,63.4,58,7.29,7.22,4.6,8050
0.56,Ideal,F,VS2,60.8,56,5.33,5.3,3.23,1778
0.36,Premium,E,VVS1,62.4,56,4.57,4.53,2.84,1035
0.38,Good,I,SI1,63.7,57,4.63,4.57,2.93,659
0.54,Ideal,H,VS2,61.9,56,5.24,5.26,3.25,1359
1.08,Ideal,H,VVS1,62.5,54,6.56,6.58,4.1,6961
0.7,VeryGood,F,VS2,63.9,59,5.56,5.61,3.57,2552
0.3,Ideal,D,VVS1,62.2,57,4.3,4.35,2.69,866
0.3,VeryGood,H,SI1,62.9,57,4.22,4.27,2.67,432
0.3,Good,G,VS1,63.4,58,4.23,4.25,2.69,605
0.29,Premium,G,VS1,62.1,59,4.25,4.22,2.63,547
0.77,Ideal,E,SI1,61.6,57,5.91,5.87,3.63,3218
0.59,Ideal,G,VS2,62.1,57,5.36,5.39,3.34,1774
1.24,Ideal,H,SI1,62.5,56,6.92,6.88,4.31,6095
0.7,Good,F,VS2,64.3,59,5.6,5.56,3.59,2373
0.9,VeryGood,F,SI1,63.3,55,6.18,6.12,3.89,4545
0.5,Premium,D,SI1,61.3,60,5.15,5.1,3.14,1279
1,Premium,F,I1,62.4,59,6.34,6.38,3.97,3344
0.24,VeryGood,E,VVS2,62.4,58,3.96,3.99,2.48,552
0.32,Good,F,VVS1,63.8,54,4.38,4.31,2.77,977
1.34,Ideal,I,SI2,61.3,55,7.16,7.12,4.38,5778
0.53,VeryGood,F,SI1,61.5,59,5.15,5.19,3.18,1320
1.04,Ideal,H,SI1,62.3,57,6.45,6.48,4.03,5102
0.53,Premium,E,SI2,60.5,60,5.21,5.24,3.16,1141
0.3,VeryGood,D,VS2,62.6,61,4.22,4.25,2.65,710
0.5,Ideal,G,SI1,62.1,56,5.09,5.05,3.15,1286
0.73,Ideal,D,SI1,61.4,57,5.76,5.8,3.55,2841
1.23,Ideal,J,VS2,61.8,56,6.87,6.81,4.23,4986
0.9,VeryGood,E,SI1,60.7,61,6.17,6.19,3.75,3689
0.33,VeryGood,H,VS2,62,59,4.4,4.44,2.74,521
0.32,Ideal,D,VS1,61.4,56,4.42,4.47,2.73,756
0.33,Ideal,F,VVS1,62.5,56,4.43,4.44,2.77,939
1.2,Ideal,H,VVS1,60.2,57,6.87,6.94,4.15,9604
1.05,Premium,G,SI2,61.6,60,6.56,6.49,4.02,4318
1,Premium,J,SI1,62.8,59,6.37,6.27,3.97,3780
1.21,Ideal,J,VS1,62.3,55,6.86,6.81,4.26,5421
0.35,Ideal,D,VS2,61.6,56,4.56,4.53,2.8,1063
1.02,Ideal,F,VS2,62,55,6.47,6.5,4.02,7078
0.47,Premium,E,SI1,60.2,61,5.05,4.96,3.02,1087
0.93,Premium,J,VS1,60.3,58,6.37,6.31,3.82,3062
0.4,Ideal,E,SI1,62.7,57,4.72,4.69,2.95,945
0.55,Ideal,G,VVS1,61.2,56,5.27,5.3,3.24,2077
1.01,Good,F,SI2,61.5,62,6.41,6.46,3.96,4302
0.58,Premium,E,SI1,62.7,58,5.33,5.32,3.34,1641
0.87,VeryGood,H,SI1,62.2,57,6.05,6.11,3.78,3180
1.01,VeryGood,E,VS1,62.9,60,6.33,6.43,4.01,7332
0.31,Ideal,E,VS2,61.6,56,4.37,4.4,2.7,680
0.72,Ideal,D,SI1,61.9,55,5.78,5.75,3.57,2903
1.65,VeryGood,J,SI1,61.7,56,7.61,7.66,4.71,7903
1.22,Good,G,VS2,59.9,61,6.88,6.91,4.13,8533
1.29,VeryGood,I,VS2,62.8,58,6.89,6.93,4.34,6166
0.71,VeryGood,H,VVS2,62.5,56,5.65,5.68,3.54,2594
0.32,Ideal,H,VS2,62,55,4.39,4.42,2.73,505
0.31,VeryGood,G,VS2,62.6,56,4.33,4.37,2.72,559
0.9,Ideal,E,VS2,62.1,57,6.15,6.18,3.83,4419
0.3,Good,F,SI2,63.3,55,4.29,4.33,2.73,394
1.2,VeryGood,H,SI1,62.9,56,6.74,6.8,4.26,6019
0.5,Premium,G,VVS2,60.9,59,5.09,5.12,3.11,1838
1.52,Premium,E,SI2,60.8,60,7.42,7.36,4.49,9193
0.91,Ideal,E,SI1,61,58,6.23,6.29,3.82,4132
0.46,Premium,E,VS1,62,58,4.98,4.95,3.08,1355
0.32,Premium,E,VVS1,61.8,59,4.35,4.39,2.7,954
0.53,Premium,D,SI1,61,58,5.22,5.18,3.17,1753
1.01,Good,F,VVS1,63.2,56,6.33,6.39,4.02,9012
0.7,Ideal,J,VS2,61.5,57,5.7,5.74,3.52,1971
0.72,Premium,G,SI2,61.6,55,5.79,5.76,3.56,2364
1.04,Premium,I,SI2,62,57,6.53,6.47,4.03,3774
0.52,Ideal,G,VVS2,62.2,56,5.13,5.16,3.2,1906
0.3,Premium,H,VS2,61.1,61,4.33,4.31,2.64,608
1,Premium,D,SI1,61.3,61,6.52,6.39,3.96,5880
1.01,Premium,G,VS2,61.2,58,6.49,6.46,3.96,5864
0.72,Ideal,I,VVS1,61.3,57,5.77,5.75,3.53,2678
1.21,Premium,F,SI2,59,60,6.99,6.94,4.11,6092
0.41,VeryGood,E,VS2,63.3,56,4.71,4.74,2.99,910
1.51,VeryGood,J,SI1,62.3,59,7.22,7.28,4.52,7637
0.3,VeryGood,F,VS2,62.8,58,4.24,4.29,2.68,605
1.02,Ideal,G,VS1,62.2,56,6.46,6.4,4,6683
1.12,Ideal,H,VS2,61.8,55,6.7,6.64,4.12,6222
0.4,Ideal,E,VVS2,61.4,59,4.71,4.74,2.9,1106
0.4,VeryGood,E,VS2,62,60,4.67,4.69,2.9,879
1.59,VeryGood,H,SI1,62.2,58,7.45,7.48,4.64,10356
0.59,Premium,F,SI1,62.2,60,5.37,5.33,3.33,2124
0.37,Premium,E,VS2,59.1,60,4.66,4.68,2.76,811
1.1,Premium,I,SI1,62.7,57,6.6,6.55,4.12,4805
0.78,VeryGood,F,SI1,62.4,55,5.85,5.89,3.66,3267
0.4,Premium,D,VS2,59.1,57,4.87,4.81,2.86,1050
1.02,Ideal,E,SI1,61.1,56,6.51,6.45,3.96,4675
1.2,VeryGood,H,SI2,60.2,58,6.88,6.94,4.16,5408
0.33,Premium,I,VS1,61.6,60,4.42,4.45,2.73,521
0.58,Premium,E,VS1,62.2,58,5.35,5.3,3.31,2297
0.35,Good,G,SI1,63.4,56,4.46,4.5,2.84,522
0.26,Ideal,D,VS1,62,55,4.12,4.1,2.55,580
0.41,Premium,G,VVS1,60.3,60,4.78,4.74,2.87,1230
1.12,Premium,J,SI1,62.3,57,6.72,6.61,4.15,4064
0.38,Premium,H,VS2,61.8,58,4.63,4.66,2.87,700
0.34,Ideal,E,VS1,62.4,54,4.49,4.45,2.79,1060
1.02,Ideal,H,SI2,59.8,58,6.55,6.59,3.93,4742
0.31,Good,G,VS1,63.7,56,4.27,4.3,2.73,625
0.7,Premium,D,VS1,61.6,60,5.63,5.6,3.46,3229
0.7,Ideal,H,SI2,60.4,58,5.82,5.77,3.5,2285
0.71,Ideal,E,SI1,61.9,56,5.71,5.73,3.54,2756
0.32,Premium,E,SI1,60.2,60,4.44,4.39,2.66,720
0.9,Premium,G,SI2,61.1,58,6.18,6.22,3.79,3303
0.4,Premium,E,VVS2,60.8,59,4.73,4.77,2.89,988
0.4,Good,E,SI2,63.2,57,4.66,4.68,2.95,666
0.51,Ideal,E,VS2,61.2,57,5.13,5.16,3.15,1795
1.02,Premium,D,SI2,62.5,59,6.38,6.43,4,4818
1.02,Premium,H,SI1,59.1,60,6.59,6.54,3.88,4037
0.4,Good,F,SI1,63.6,56,4.63,4.68,2.96,687
0.37,Ideal,E,VS2,61.2,57,4.58,4.64,2.82,811
0.61,VeryGood,H,VS2,63.3,57.5,5.38,5.4,3.41,1590
0.71,Ideal,I,VS1,62.1,56,5.68,5.72,3.54,2306
0.55,Premium,F,VS2,62.5,56,5.27,5.23,3.28,1746
0.25,VeryGood,E,VVS2,62.2,61,3.98,4.03,2.49,548
0.5,Premium,E,VS2,62.7,59,5.06,5.02,3.16,1676
0.31,Premium,G,VS1,61.2,60,4.3,4.33,2.64,625
0.9,VeryGood,J,SI1,63.4,54,6.17,6.14,3.9,2834
0.71,Ideal,I,IF,61.5,56,5.74,5.77,3.54,2925
0.62,Ideal,H,VS2,61.2,54,5.51,5.6,3.4,1616
0.41,Premium,F,SI2,60.3,58,4.86,4.82,2.92,907
0.31,Premium,H,VVS1,60.5,58,4.4,4.43,2.67,707
0.31,Premium,I,VS1,62.6,59,4.33,4.29,2.7,628
0.41,VeryGood,E,SI1,61.8,60,4.74,4.78,2.94,705
1.31,Premium,J,SI1,59.4,60,7.12,7.06,4.21,5546
0.55,Premium,H,SI2,59.8,59,5.33,5.3,3.18,1011
1.24,Ideal,E,SI2,59.2,55,7.05,7.03,4.17,5444
0.31,Ideal,F,VS2,62.1,57,4.36,4.34,2.7,802
1.03,Fair,J,SI2,64.6,62,6.3,6.21,4.06,3149
0.39,VeryGood,G,VS2,63.4,57,4.67,4.63,2.95,1009
0.3,Ideal,H,IF,62.5,56,4.31,4.33,2.7,764
0.24,VeryGood,F,VS2,61.4,58,3.99,4.05,2.47,419
1.16,Good,G,SI2,63.7,57,6.59,6.56,4.19,3644
1.04,Premium,F,VVS2,59.2,58,6.68,6.66,3.95,8722
0.4,Ideal,E,VVS1,61.7,57,4.7,4.74,2.91,1333
0.41,Ideal,E,VS2,62.4,54,4.76,4.79,2.98,935
1.21,Ideal,H,VVS1,62.8,55,6.78,6.82,4.27,8286
0.31,Premium,H,VVS1,63,58,4.37,4.33,2.74,907
0.31,Ideal,H,VS2,62.2,55,4.36,4.39,2.72,489
0.32,Ideal,J,VS1,61.3,57,4.41,4.43,2.71,421
1,Premium,E,SI2,62.8,59,6.34,6.3,3.97,4200
1.2,Good,G,SI2,62.1,60,6.72,6.78,4.19,5310
1.06,Premium,G,SI2,61.1,62,6.61,6.55,4.02,4238
0.38,Ideal,F,VVS1,61,57,4.67,4.71,2.86,1096
1.07,Premium,J,SI2,62.4,58,6.54,6.47,4.06,4105
0.72,Ideal,J,VVS2,61.6,56,5.76,5.73,3.54,1996
0.41,Ideal,F,VS2,61.8,56,4.79,4.76,2.95,1107
1.05,Ideal,F,VVS1,61.6,55,6.57,6.53,4.04,10872
0.56,Ideal,G,VS2,62.1,56,5.31,5.29,3.29,1698
0.9,Good,G,VS2,60.8,56,6.14,6.19,3.75,4210
0.71,Ideal,H,IF,61.2,56,5.76,5.86,3.54,4007
0.54,VeryGood,G,VS1,61.6,56,5.23,5.26,3.23,1754
0.72,Premium,F,SI2,59.3,57,5.89,5.85,3.48,2364
1.7,Good,J,VS2,63.6,59,7.53,7.48,4.77,8282
0.53,Ideal,H,VS2,62.5,54,5.17,5.2,3.24,1353
0.8,Ideal,E,VS2,61.4,55,5.96,5.99,3.67,3192
0.51,Ideal,F,VS2,61,55,5.17,5.21,3.17,1591
0.62,VeryGood,F,VS2,59.8,58,5.55,5.59,3.33,2041
0.34,Ideal,G,IF,61.9,54,4.49,4.46,2.77,1084
0.58,Ideal,G,VS1,62.6,54,5.34,5.3,3.33,1984
0.46,VeryGood,F,VVS1,61.4,57,4.95,4.99,3.05,1657
0.38,VeryGood,D,VS2,61.5,62,4.6,4.63,2.84,871
1.03,Ideal,H,SI1,62,57,6.53,6.47,4.03,5063
0.51,Premium,G,VS2,62.4,57,5.11,5.09,3.18,1546
0.34,VeryGood,G,SI1,60.8,59,4.46,4.56,2.74,507
0.4,VeryGood,E,SI1,62.2,56,4.71,4.74,2.94,694
1.02,Ideal,J,VS2,60.7,57,6.5,6.54,3.96,4397
0.45,Premium,E,VS1,60.8,60,4.94,4.9,2.99,1282
0.31,VeryGood,G,VS2,61,56,4.35,4.37,2.66,544
0.41,Ideal,D,SI1,60.3,57,4.82,4.86,2.92,791
0.83,VeryGood,D,SI1,63.5,54,5.98,5.95,3.79,2811
0.78,Ideal,D,VS2,61.9,56,5.88,5.94,3.66,3763
0.33,Premium,E,SI2,59.7,58,4.53,4.48,2.69,594
1.58,Ideal,H,SI1,61.4,56,7.46,7.53,4.6,10546
0.66,VeryGood,H,VVS1,61.9,59,5.59,5.65,3.48,2323
1,Good,E,VS2,63.8,58,6.31,6.19,3.99,6272
0.41,VeryGood,E,SI1,60.5,63,4.81,4.77,2.9,904
0.32,Premium,G,VS1,59.2,59,4.45,4.47,2.64,645
0.43,Ideal,F,SI1,61.8,56,4.84,4.87,3,792
0.29,Ideal,G,VS2,60.7,55,4.31,4.35,2.63,525
1.18,Premium,H,SI1,61.8,58,6.74,6.79,4.18,5696
0.67,Ideal,G,VVS1,62.4,55,5.6,5.62,3.5,2577
0.38,Ideal,F,VS2,62.3,54,4.65,4.69,2.91,870
1.01,VeryGood,E,SI1,59.6,61,6.47,6.51,3.87,5411
0.55,Ideal,F,SI1,61.9,55,5.25,5.29,3.26,1700
0.79,VeryGood,F,SI1,62.7,60,5.82,5.89,3.67,2878
1.01,Good,F,SI2,63.6,59,6.34,6.37,4.04,4121
0.35,Ideal,I,VS2,61.1,57,4.55,4.58,2.79,509
0.82,Ideal,F,SI1,62.6,57,5.96,6.02,3.75,2974
0.32,VeryGood,D,SI1,63.1,57,4.38,4.37,2.76,756
0.91,Good,G,VS2,59.9,61,6.2,6.33,3.75,4125
0.61,Ideal,G,VS1,61.6,55,5.45,5.49,3.37,2166
1.05,Ideal,I,SI2,60.9,57,6.55,6.62,4.01,4163
0.4,Ideal,E,VS2,62.3,56,4.75,4.72,2.95,975
0.3,Premium,G,VVS1,60.7,58,4.34,4.36,2.64,789
1.54,VeryGood,I,VS2,62.2,58,7.32,7.37,4.57,8656
0.9,VeryGood,E,IF,63.9,55,6.05,6.09,3.88,7747
0.52,Ideal,F,VVS2,61.6,57,5.16,5.2,3.19,2168
1.21,Premium,F,VS2,61.6,58,6.88,6.79,4.21,8660
0.91,VeryGood,E,VS1,61.9,59,6.17,6.23,3.84,5259
0.3,Ideal,F,VS2,62.3,57,4.33,4.3,2.69,776
0.8,Good,G,SI2,63.7,58,5.88,5.83,3.73,2484
0.4,VeryGood,F,VS1,60.4,58,4.75,4.79,2.88,868
0.51,Ideal,H,VS1,62.6,57,5.09,5.13,3.2,1438
0.65,VeryGood,D,VVS2,59.9,58,5.63,5.69,3.39,3056
0.32,Premium,H,VS1,61.7,58,4.44,4.38,2.72,720
1.01,VeryGood,G,VS2,63,56,6.35,6.41,4.02,5759
1.01,VeryGood,D,VS2,59.8,60,6.42,6.46,3.85,6563
0.91,VeryGood,E,SI2,62.9,56,6.14,6.17,3.87,3763
1.24,Premium,F,SI1,61.6,59,6.86,6.9,4.24,6874
0.98,Premium,E,SI2,61.7,61,6.38,6.34,3.93,4478
0.28,VeryGood,E,VS1,59,60,4.26,4.32,2.53,452
0.41,Premium,H,SI1,61.7,60,4.71,4.75,2.92,683
0.79,Premium,H,SI2,61.6,58,5.98,5.94,3.67,1998
0.42,VeryGood,G,SI1,62.2,58,4.73,4.75,2.95,737
0.36,Ideal,E,VS1,60.8,55,4.58,4.63,2.8,767
0.41,Ideal,G,VVS2,62.2,56,4.8,4.75,2.97,1076
1.5,Premium,H,I1,61.1,59,7.37,7.26,4.47,3599
0.73,Premium,E,SI1,62.7,58,5.76,5.7,3.59,2703
0.74,Ideal,F,SI1,61.2,56,5.83,5.87,3.58,2889
0.7,Premium,F,SI1,61,60,5.75,5.72,3.5,2492
0.31,Ideal,G,VVS1,61.9,55,4.36,4.3,2.68,1046
1.01,Ideal,G,VS2,59.7,57,6.49,6.44,3.86,6024
1.26,Premium,E,SI2,60.3,60,7,6.94,4.2,5058
0.75,Premium,D,SI1,62.8,60,5.78,5.74,3.62,2903
0.32,VeryGood,E,SI1,59.9,57,4.47,4.49,2.68,584
0.33,Ideal,D,SI1,62.4,54,4.41,4.44,2.76,608
0.31,Ideal,G,VS2,60.8,56,4.4,4.42,2.68,500
1.13,Premium,D,VS2,61.7,58,6.7,6.65,4.12,7751
1.23,VeryGood,J,VS2,62.9,59,6.8,6.85,4.29,4896
0.83,VeryGood,F,SI1,63,55,5.95,5.96,3.75,3207
0.51,Ideal,E,VS2,61.7,53,5.2,5.18,3.2,1709
0.78,Ideal,J,SI1,61.1,56,5.95,5.97,3.64,2169
0.32,VeryGood,G,VS2,62,59,4.37,4.41,2.72,561
1.5,Good,E,SI2,63.9,58,7.21,7.26,4.62,8910
1.71,Premium,H,VS1,62.1,59,7.63,7.55,4.71,10457
0.52,Ideal,F,IF,61.7,56,5.16,5.18,3.19,2393
1.01,Ideal,I,SI1,60.2,59,6.54,6.49,3.92,4241
1.06,Ideal,I,VS1,62,55,6.55,6.58,4.07,5577
1.27,Premium,I,SI1,60.9,59,6.94,6.99,4.24,5588
0.7,VeryGood,G,VS2,63.3,56,5.59,5.66,3.56,2464
1.59,Premium,H,SI1,61,58,7.58,7.51,4.6,8829
1.05,Ideal,I,SI1,60.4,57,6.6,6.58,3.98,3822
0.23,VeryGood,E,VVS1,60,59,3.97,4.03,2.4,530
0.51,Premium,D,SI2,59.5,61,5.19,5.16,3.08,1406
0.5,VeryGood,G,VVS2,62.2,61,5.07,5.09,3.16,1715
1.19,VeryGood,G,SI2,63.4,56,6.69,6.56,4.2,3739
0.5,Ideal,F,SI1,60.2,63,5.12,5.15,3.09,1374
0.4,Good,I,VVS1,63.3,57,4.67,4.71,2.97,842
1.01,VeryGood,I,SI1,63.4,62,6.25,6.18,3.94,4072
0.58,Fair,E,SI1,64.4,57,5.26,5.24,3.38,1641
1.18,Ideal,I,VS1,62.6,55.3,6.73,6.79,4.24,6541
0.55,Ideal,H,VS1,61.9,55,5.25,5.28,3.26,1588
0.58,Ideal,E,SI1,61.6,55,5.33,5.38,3.3,1636
1.51,Premium,F,SI1,62.3,61,7.29,7.22,4.52,10866
1.2,Premium,I,VS2,61.3,60,6.79,6.75,4.15,4131
0.51,Ideal,F,VS2,60.6,56,5.17,5.19,3.14,1569
1.08,Good,E,SI2,63.7,57,6.54,6.49,4.15,4742
0.3,VeryGood,G,VVS2,63.2,57,4.27,4.24,2.69,878
0.3,Ideal,F,VVS1,62.4,54,4.31,4.35,2.7,802
1.03,VeryGood,G,SI1,61,58,6.5,6.54,3.98,4746
0.63,Ideal,F,VS2,61.2,56,5.56,5.51,3.39,2182
0.3,Good,E,VS1,63.2,57,4.26,4.29,2.7,568
0.51,Ideal,D,SI2,59.8,55,5.17,5.23,3.11,1264
1.06,Premium,H,SI2,62.6,58,6.52,6.46,4.06,4031
0.3,Ideal,E,SI2,62.1,54,4.32,4.35,2.69,401
0.81,Premium,J,VS1,61.7,61,5.94,5.9,3.65,2350
0.4,Ideal,G,VVS1,62.1,53,4.75,4.79,2.96,1043
0.41,VeryGood,G,VS1,61.7,57,4.75,4.78,2.94,899
0.93,Ideal,I,SI1,62,57,6.22,6.26,3.87,2917
0.7,Ideal,G,VS2,62.7,54,5.65,5.7,3.65,3172
0.8,VeryGood,H,SI2,63.4,58,5.87,5.84,3.71,2502
0.3,Good,H,SI2,63.2,55,4.26,4.29,2.7,378
1.25,Ideal,G,VVS2,62.5,54,6.88,6.93,4.31,10636
1.7,Ideal,H,I1,62.6,54.1,7.58,7.63,4.77,7068
0.9,Premium,E,VS2,62.6,60,6.15,6.08,3.83,5312
1.04,Ideal,G,SI2,61.9,58,6.47,6.51,4.02,4973
0.88,Ideal,H,VVS1,62,59,6.12,6.13,3.8,4334
0.9,VeryGood,I,IF,62.6,59,6.12,6.15,3.84,4596
0.57,Ideal,E,VVS2,62,57,5.29,5.33,3.29,2447
0.3,VeryGood,I,VS1,61.6,61,4.23,4.28,2.62,442
0.51,Premium,I,SI1,62.7,59,5.09,5.06,3.18,1080
0.72,Premium,I,SI1,61.5,59,5.73,5.78,3.54,2148
0.71,Ideal,D,VS2,59.9,57,5.8,5.83,3.48,3540
0.23,VeryGood,F,VVS2,59.7,58,4.02,4.06,2.41,530
0.39,Ideal,G,IF,61.6,56,4.69,4.73,2.9,1201
0.52,Ideal,G,SI1,62.2,54,5.18,5.2,3.23,1352
1.52,Premium,J,VS1,62.4,59,7.31,7.36,4.58,8110
0.39,VeryGood,E,VVS2,62.2,55,4.66,4.7,2.91,962
0.79,Ideal,E,SI1,62,57,5.92,5.96,3.68,3384
0.34,Ideal,G,VS2,60.8,56,4.53,4.55,2.76,616
0.43,Ideal,H,SI1,62.1,57,4.77,4.83,2.98,669
0.34,Ideal,E,VS1,62,56,4.48,4.52,2.79,805
0.5,VeryGood,G,VVS2,63,58,4.98,5.02,3.15,1791
1.29,Ideal,F,SI1,61.4,61,7,6.97,4.29,7790
0.77,Premium,H,SI1,61.6,60,5.91,5.87,3.59,2457
0.9,Ideal,G,SI2,60.7,57,6.19,6.33,3.8,4314
0.52,Ideal,I,SI1,62,54,5.17,5.19,3.21,1019
0.3,Ideal,F,VVS1,62.4,57,4.25,4.28,2.66,790
0.7,VeryGood,H,VS2,63.2,57,5.58,5.62,3.54,2137
1,Good,F,SI2,63.8,58,6.33,6.28,4.02,4155
0.51,Ideal,D,VS2,62.1,56,5.11,5.16,3.19,1787
0.33,Ideal,G,VVS1,61.8,55,4.45,4.42,2.74,1114
0.41,Ideal,D,VS2,61.9,56,4.8,4.77,2.96,1076
1.03,Premium,H,SI2,62.3,59,6.46,6.42,4.01,4153
1.5,Fair,J,VS2,64.5,59,7.2,7.07,4.6,5846
0.9,Good,E,SI1,63.9,55,6.08,6.13,3.9,4463
0.72,Ideal,G,VS1,61.4,56,5.75,5.79,3.55,3478
0.71,Ideal,E,VS2,61.8,57,5.7,5.73,3.53,2630
0.54,Ideal,F,SI1,61.2,56,5.23,5.29,3.22,1307
0.58,VeryGood,F,VS1,61.5,60,5.32,5.38,3.29,2001
0.59,VeryGood,G,VS2,61.1,57,5.4,5.43,3.31,1664
0.42,Ideal,G,VVS1,61.2,57,4.78,4.82,2.94,1179
0.44,Premium,G,VVS1,60.9,59,4.96,4.9,3,1294
0.42,VeryGood,D,SI2,60,61,4.85,4.89,2.92,700
1.25,Ideal,J,VVS2,61.1,57,6.91,6.94,4.23,5975
0.7,Ideal,G,VS1,61.2,57,5.7,5.74,3.5,3140
0.31,Ideal,E,VS2,61.8,54,4.41,4.36,2.71,872
0.92,Ideal,I,SI1,61.7,56,6.2,6.23,3.83,4457
1.3,Ideal,I,SI1,62.3,58,6.94,7,4.34,6451
0.41,Ideal,I,VVS2,61.6,55,4.78,4.8,2.95,788
0.7,Ideal,I,VVS1,61.8,56,5.69,5.73,3.53,2966
0.57,Premium,F,SI1,61.1,60,5.44,5.33,3.24,1257
1.18,Premium,I,VS1,62.1,58,6.76,6.7,4.18,5921
1.25,Premium,D,SI2,59.8,55,7.07,7.01,4.21,4543
